식품명,대표식품코드,대표식품명,식품중분류코드,식품소분류코드,에너지(kcal),단백질(g),당류(g),나트륨(mg),포화지방산(g),카페인(mg),업체명
라떼_초코 라떼 핫(HOT) (L),20723,라떼,2072300,207230000,59,1.74,7.3,30,1.25,0.0,아임일리터
라떼_초코 라떼 핫(HOT) (L),20723,라떼,2072300,207230000,124,4.5,14.9,60,2.38,0.0,커피:니
라떼_초코 라떼 핫(HOT) (M),20723,라떼,2072300,207230000,62,2.01,7.09,34,1.49,0.0,아임일리터
라떼_초코 라떼 핫(HOT) (R),20723,라떼,2072300,207230000,111,4.06,13.29,54,2.16,0.0,커피:니
라떼_치즈군고구마 라떼,20723,라떼,2072300,207230000,73,1.64,8.75,25,1.42,0.0,청자다방
라떼_쿠키크림 라떼 아이스(ICED) (L),20723,라떼,2072300,207230000,74,1.7,8.54,50,1.64,0.0,아임일리터
라떼_쿠키크림 라떼 아이스(ICED) (M),20723,라떼,2072300,207230000,72,1.54,8.16,49,1.57,0.0,아임일리터
라떼_쿠키크림 라떼 핫(HOT) (L),20723,라떼,2072300,207230000,78,2.0,8.56,55,1.87,0.0,아임일리터
라떼_쿠키크림 라떼 핫(HOT) (M),20723,라떼,2072300,207230000,84,2.27,8.61,60,2.15,0.0,아임일리터
라떼_토피넛 라떼 아이스(ICED) (L),20723,라떼,2072300,207230000,53,2.44,3.8,66,1.33,0.0,커피:니
라떼_토피넛 라떼 아이스(ICED) (R),20723,라떼,2072300,207230000,52,2.06,3.23,57,1.15,0.0,커피:니
라떼_토피넛 라떼 핫(HOT) (L),20723,라떼,2072300,207230000,97,4.03,6.4,101,2.34,0.0,커피:니
라떼_토피넛 라떼 핫(HOT) (R),20723,라떼,2072300,207230000,84,3.56,5.71,86,2.11,0.0,커피:니
라떼_호두 라떼,20723,라떼,2072300,207230000,63,1.42,7.79,32,1.31,0.0,청자다방
라떼_흑당고구마 라떼,20723,라떼,2072300,207230000,65,1.37,8.94,16,0.71,0.0,청자다방
라떼_흑당버블 라떼,20723,라떼,2072300,207230000,67,1.31,8.0,16,0.99,0.0,청자다방
라떼_흑당 버블 라떼 아이스(ICED) (M),20723,라떼,2072300,207230000,63,1.4,6.75,23,0.81,0.0,아임일리터
레몬차_레몬 스윗플럼 핫(HOT),20724,레몬차,2072400,207240000,55,0.14,10.75,2,0.02,0.0,이디야
레몬차_레몬차 아이스(ICED),20724,레몬차,2072400,207240000,46,0.04,9.7,14,0.0,0.0,메가커피
레몬차_레몬차 핫(HOT),20724,레몬차,2072400,207240000,47,0.05,9.49,16,0.0,0.0,메가커피
레몬차_레몬차,20724,레몬차,2072400,207240000,53,0.09,10.74,0,0.01,0.0,이디야
레몬차_레몬티 아이스(ICED),20724,레몬차,2072400,207240000,46,0.17,11.17,20,0.0,0.0,빽다방
레몬차_레몬티 아이스(ICED),20724,레몬차,2072400,207240000,55,0.48,11.08,1,0.0,0.0,토프레소
레몬차_레몬티 핫(HOT),20724,레몬차,2072400,207240000,68,0.0,16.5,15,0.0,0.0,빽다방
레몬차_레몬티 핫(HOT),20724,레몬차,2072400,207240000,54,0.52,10.91,1,0.0,0.0,토프레소
레몬차_레몬차,20724,레몬차,2072400,207240000,41,0.11,9.62,21,0.0,0.0,청자다방
레몬차_레몬차 (L),20724,레몬차,2072400,207240000,35,0.16,8.56,5,0.0,0.0,커피:니
레몬차_레몬차 (R),20724,레몬차,2072400,207240000,28,0.13,6.88,4,0.0,0.0,커피:니
레몬차_레몬차 아이스(ICED) (L),20724,레몬차,2072400,207240000,36,0.01,7.98,12,0.08,0.0,아임일리터
레몬차_레몬차 아이스(ICED) (M),20724,레몬차,2072400,207240000,42,0.02,8.75,14,0.1,0.0,아임일리터
레몬차_레몬차 핫(HOT) (L),20724,레몬차,2072400,207240000,36,0.01,7.98,12,0.08,0.0,아임일리터
레몬차_레몬차 핫(HOT) (M),20724,레몬차,2072400,207240000,42,0.02,8.75,14,0.1,0.0,아임일리터
미숫가루_미숫가루,20730,미숫가루,2073000,207300000,49,1.42,5.98,16,0.16,0.0,빽다방
미숫가루_오곡 미숫가루,20730,미숫가루,2073000,207300000,68,1.83,6.91,28,0.8,0.0,청자다방
미숫가루_제주 보리개역 아이스(ICED),20730,미숫가루,2073000,207300000,77,2.2,7.7,22,1.1,0.0,블루샥
미숫가루_제주 보리개역 핫(HOT),20730,미숫가루,2073000,207300000,84,2.83,8.27,24,1.21,0.0,블루샥
밀크티/버블티_브라운 슈가 쥬얼리 밀크티 아이스(ICED),20732,밀크티/버블티,2073200,207320000,69,1.48,7.82,34,1.48,0.0,공차
밀크티/버블티_브라운 슈가 쥬얼리 밀크티 핫(HOT),20732,밀크티/버블티,2073200,207320000,105,2.66,9.9,49,2.42,0.0,공차
밀크티/버블티_코코넛 버블티,20732,밀크티/버블티,2073200,207320000,85,1.51,7.06,46,3.03,0.0,토프레소
밀크티/버블티_타로 밀크티 아이스(ICED) (J),20732,밀크티/버블티,2073200,207320000,63,0.31,1.38,15,2.61,0.0,공차
밀크티/버블티_타로 밀크티 아이스(ICED) (L),20732,밀크티/버블티,2073200,207320000,63,0.21,1.27,15,2.54,0.0,공차
밀크티/버블티_타로 밀크티 핫(HOT) (J),20732,밀크티/버블티,2073200,207320000,95,0.42,2.11,23,4.02,0.0,공차
밀크티/버블티_타로 밀크티 핫(HOT) (L),20732,밀크티/버블티,2073200,207320000,95,0.24,2.17,23,4.11,0.0,공차
밀크티/버블티_타로 밀크티+펄 아이스(ICED) (J),20732,밀크티/버블티,2073200,207320000,79,0.31,2.61,16,2.61,0.0,공차
밀크티/버블티_타로 밀크티+펄 아이스(ICED) (L),20732,밀크티/버블티,2073200,207320000,80,0.21,2.54,16,2.54,0.0,공차
밀크티/버블티_타로 밀크티+펄 핫(HOT) (J),20732,밀크티/버블티,2073200,207320000,118,0.42,3.81,24,4.02,0.0,공차
밀크티/버블티_타로 밀크티+펄 핫(HOT) (L),20732,밀크티/버블티,2073200,207320000,115,0.48,3.62,24,4.11,0.0,공차
밀크티/버블티_타로 버블티,20732,밀크티/버블티,2073200,207320000,75,1.34,6.89,24,0.84,0.0,토프레소
밀크티/버블티_민트 밀크티 아이스(ICED) (L),20732,밀크티/버블티,2073200,207320000,67,1.39,6.82,37,1.33,0.0,팔공티
밀크티/버블티_민트 밀크티 아이스(ICED) (XL),20732,밀크티/버블티,2073200,207320000,78,1.45,8.74,44,1.45,0.0,팔공티
밀크티/버블티_민트 밀크티 핫(HOT) (L),20732,밀크티/버블티,2073200,207320000,88,2.51,9.91,61,2.3,0.0,팔공티
밀크티/버블티_민트 밀크티 핫(HOT) (XL),20732,밀크티/버블티,2073200,207320000,94,2.52,11.9,67,2.38,0.0,팔공티
밀크티/버블티_밀크티,20732,밀크티/버블티,2073200,207320000,51,1.78,7.5,16,0.84,0.0,청자다방
밀크티/버블티_블랙 밀크티 아이스(ICED) (L),20732,밀크티/버블티,2073200,207320000,33,1.31,3.4,22,1.0,0.0,아임일리터
밀크티/버블티_블랙 밀크티 아이스(ICED) (M),20732,밀크티/버블티,2073200,207320000,32,1.25,3.38,21,0.96,0.0,아임일리터
밀크티/버블티_블랙 밀크티 핫(HOT) (L),20732,밀크티/버블티,2073200,207320000,29,1.11,3.05,18,0.85,0.0,아임일리터
밀크티/버블티_블랙 밀크티 핫(HOT) (M),20732,밀크티/버블티,2073200,207320000,34,1.35,3.55,23,1.03,0.0,아임일리터
밀크티/버블티_타로 밀크티 아이스(ICED) (L),20732,밀크티/버블티,2073200,207320000,66,1.24,6.26,21,1.04,0.0,팔공티
밀크티/버블티_타로 밀크티 아이스(ICED) (XL),20732,밀크티/버블티,2073200,207320000,82,1.43,10.85,24,1.22,0.0,팔공티
밀크티/버블티_타로 밀크티 핫(HOT) (L),20732,밀크티/버블티,2073200,207320000,103,2.41,11.35,41,1.98,0.0,팔공티
밀크티/버블티_타로 밀크티 핫(HOT) (XL),20732,밀크티/버블티,2073200,207320000,113,2.4,17.44,40,2.0,0.0,팔공티
밀크티/버블티_허니 밀크티 아이스(ICED) (L),20732,밀크티/버블티,2073200,207320000,33,1.31,3.4,29,1.0,0.0,아임일리터
밀크티/버블티_허니 밀크티 아이스(ICED) (M),20732,밀크티/버블티,2073200,207320000,32,1.25,3.38,21,0.96,0.0,아임일리터
밀크티/버블티_허니 밀크티 핫(HOT) (L),20732,밀크티/버블티,2073200,207320000,29,1.11,3.05,18,0.85,0.0,아임일리터
밀크티/버블티_허니 밀크티 핫(HOT) (M),20732,밀크티/버블티,2073200,207320000,34,1.35,3.55,23,1.03,0.0,아임일리터
밀크티/버블티_흑당 밀크티 아이스(ICED) (L),20732,밀크티/버블티,2073200,207320000,77,1.29,9.58,22,1.08,0.0,팔공티
밀크티/버블티_흑당 밀크티 아이스(ICED) (M),20732,밀크티/버블티,2073200,207320000,51,1.3,6.46,23,1.0,0.0,아임일리터
밀크티/버블티_흑당 밀크티 아이스(ICED) (XL),20732,밀크티/버블티,2073200,207320000,85,1.38,10.81,24,1.17,0.0,팔공티
밀크티/버블티_흑당 밀크티 핫(HOT) (L),20732,밀크티/버블티,2073200,207320000,120,2.37,17.77,41,1.96,0.0,팔공티
밀크티/버블티_흑당 밀크티 핫(HOT) (XL),20732,밀크티/버블티,2073200,207320000,119,2.38,17.58,41,1.96,0.0,팔공티
뱅쇼_뱅쇼,20733,뱅쇼,2073300,207330000,42,0.26,9.61,2,0.0,0.0,토프레소
뱅쇼_화이트 뱅쇼,20733,뱅쇼,2073300,207330000,23,0.0,4.58,4,0.0,0.0,토프레소
사과차_석류 애플라임 핫(HOT),20735,사과차,2073500,207350000,45,0.0,7.73,3,0.02,0.0,이디야
사과차_석류 애플라임,20735,사과차,2073500,207350000,59,0.0,13.91,4,0.0,0.0,이디야
사과차_석류애플라임 아이스(ICED),20735,사과차,2073500,207350000,48,0.0,9.68,2,0.0,0.0,이디야
사과차_사과차 아이스(ICED) (L),20735,사과차,2073500,207350000,40,0.01,8.08,41,0.0,0.0,아임일리터
사과차_사과차 아이스(ICED) (M),20735,사과차,2073500,207350000,39,0.02,7.88,34,0.0,0.0,아임일리터
사과차_사과차 핫(HOT) (L),20735,사과차,2073500,207350000,48,0.01,9.65,42,0.0,0.0,아임일리터
사과차_사과차 핫(HOT) (M),20735,사과차,2073500,207350000,52,0.02,10.41,45,0.0,0.0,아임일리터
생강차_유자 생강차,20736,생강차,2073600,207360000,43,0.0,9.35,8,0.0,0.0,토프레소
생강차_생강차,20736,생강차,2073600,207360000,41,0.14,8.79,7,0.01,0.0,청자다방
스무디_꿀복숭아 플랫치노,20737,스무디,2073700,207370000,54,0.0,11.84,2,0.0,0.0,이디야
스무디_딸기 딜라이트 요거트 블렌디드 (Tall),20737,스무디,2073700,207370000,104,2.54,16.06,31,1.21,0.0,스타벅스
스무디_딸기 빽스치노 소프트,20737,스무디,2073700,207370000,90,1.31,12.81,22,1.83,0.0,빽다방
스무디_딸기 쉐이크,20737,스무디,2073700,207370000,157,2.17,15.46,52,7.39,0.0,이디야
스무디_딸기 스무디,20737,스무디,2073700,207370000,74,0.96,12.29,17,0.72,0.0,토프레소
스무디_딸기 요거트 플랫치노,20737,스무디,2073700,207370000,78,1.63,12.9,20,0.77,0.0,이디야
스무디_딸기 치즈 블렌디드,20737,스무디,2073700,207370000,98,1.93,7.71,45,4.34,0.0,토프레소
스무디_딸기돼지쉑,20737,스무디,2073700,207370000,102,2.03,12.52,30,2.37,0.0,커피에반하다
스무디_딸기바나나 빽스치노 소프트,20737,스무디,2073700,207370000,90,1.31,12.81,22,1.83,0.0,빽다방
스무디_딸기바나나 빽스치노,20737,스무디,2073700,207370000,80,1.12,8.48,18,0.64,0.0,빽다방
스무디_딸기요거트 스무디,20737,스무디,2073700,207370000,68,1.08,9.9,9,0.37,0.0,메가커피
스무디_딸기퐁 크러쉬,20737,스무디,2073700,207370000,91,1.84,7.77,26,1.2,0.0,메가커피
스무디_망고 바나나 블렌디드 (Grande),20737,스무디,2073700,207370000,57,0.85,10.15,23,0.21,0.0,스타벅스
스무디_망고 스무디,20737,스무디,2073700,207370000,68,0.21,9.51,14,1.27,0.0,공차
스무디_망고요거트 스무디,20737,스무디,2073700,207370000,63,1.05,6.95,10,0.54,0.0,메가커피
스무디_망고 플랫치노,20737,스무디,2073700,207370000,62,0.12,14.37,4,0.0,0.0,이디야
스무디_민트 초콜릿 칩 블렌디드 (Tall),20737,스무디,2073700,207370000,128,2.54,14.65,54,3.94,0.0,스타벅스
스무디_민트초코 빽스치노 소프트,20737,스무디,2073700,207370000,105,1.95,5.19,37,3.12,0.0,빽다방
스무디_민트초코 빽스치노,20737,스무디,2073700,207370000,96,1.9,4.44,39,2.22,0.0,빽다방
스무디_바나나퐁 크러쉬,20737,스무디,2073700,207370000,100,1.83,10.86,28,0.78,0.0,메가커피
스무디_바닐라 크림 프라푸치노 (Tall),20737,스무디,2073700,207370000,56,1.13,7.89,42,1.69,0.0,스타벅스
스무디_배꿀 스무디,20737,스무디,2073700,207370000,81,1.33,13.83,19,0.67,0.0,빽다방
스무디_복숭아 애플망고 스무디,20737,스무디,2073700,207370000,59,0.72,11.81,17,0.48,0.0,토프레소
스무디_브라운 슈가 쥬얼리 치즈폼 스무디 아이스(ICED),20737,스무디,2073700,207370000,97,0.42,9.51,44,2.54,0.0,공차
스무디_블루베리 요거트 스무디,20737,스무디,2073700,207370000,61,1.2,12.77,18,0.72,0.0,토프레소
스무디_블루베리 요거트 플랫치노,20737,스무디,2073700,207370000,72,1.59,11.13,20,0.78,0.0,이디야
스무디_생딸기 그래놀라 요거트 스무디,20737,스무디,2073700,207370000,77,1.93,9.16,15,0.48,0.0,토프레소
스무디_샤인 머스캣 스무디,20737,스무디,2073700,207370000,75,0.0,13.98,1,0.0,0.0,토프레소
스무디_성주참외꿀 스무디,20737,스무디,2073700,207370000,63,1.43,11.47,15,0.72,0.0,빽다방
스무디_슈크림허니퐁 크러쉬,20737,스무디,2073700,207370000,96,1.98,8.38,34,1.32,0.0,메가커피
스무디_스트로베리치즈홀릭,20737,스무디,2073700,207370000,85,1.17,9.09,17,2.06,0.0,메가커피
스무디_연유딸기쉑,20737,스무디,2073700,207370000,110,2.03,15.91,17,2.71,0.0,커피에반하다
스무디_연유망고쉑,20737,스무디,2073700,207370000,110,2.03,16.07,17,2.71,0.0,커피에반하다
스무디_오리진 쉐이크,20737,스무디,2073700,207370000,129,1.93,10.14,50,7.39,0.0,이디야
스무디_우도땅콩 바나나 쉐이크,20737,스무디,2073700,207370000,77,1.68,6.84,40,0.85,0.0,메가커피
스무디_유니콘 프라페,20737,스무디,2073700,207370000,80,1.18,7.16,24,1.88,0.0,메가커피
스무디_자몽 플랫치노,20737,스무디,2073700,207370000,36,0.17,8.46,3,0.0,0.0,이디야
스무디_장수 오미자 스무디,20737,스무디,2073700,207370000,38,0.03,7.51,2,0.0,0.0,메가커피
스무디_제주 그린 한라봉 모히또 블렌디드 (Grande),20737,스무디,2073700,207370000,34,0.0,7.82,1,0.0,0.0,스타벅스
스무디_제주 까망 크림 프라푸치노 (Grande),20737,스무디,2073700,207370000,127,1.9,16.7,70,1.48,0.0,스타벅스
